SYMBOL,NAME OF COMPANY,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE,TICKER,,,,,,,,,,,,,,,,,
KRBL,KRBL Limited,EQ,21-Jan-2002,1,1,INE001B01026,1,"'KRBL.NS',",,,,,,,,,,,,,,,,,
KREBSBIO,Krebs Biochemicals and Industries Limited,EQ,03-Jan-1996,10,1,INE268B01013,10,"'KREBSBIO.NS',",,,,,,,,,,,,,,,,,
KRIDHANINF,Kridhan Infra Limited,BE,11-Dec-2015,2,1,INE524L01026,2,"'KRIDHANINF.NS',",,,,,,,,,,,,,,,,,
KRISHANA,Krishana Phoschem Limited,EQ,22-Aug-2019,10,1,INE506W01012,10,"'KRISHANA.NS',",,,,,,,,,,,,,,,,,
KSB,Ksb Limited,EQ,08-Feb-1995,10,1,INE999A01015,10,"'KSB.NS',",,,,,,,,,,,,,,,,,
KSCL,Kaveri Seed Company Limited,EQ,04-Oct-2007,2,1,INE455I01029,2,"'KSCL.NS',",,,,,,,,,,,,,,,,,
KSERASERA,KSS Limited,BZ,05-Oct-2006,1,1,INE216D01026,1,"'KSERASERA.NS',",,,,,,,,,,,,,,,,,
KSL,Kalyani Steels Limited,EQ,19-May-2010,5,1,INE907A01026,5,"'KSL.NS',",,,,,,,,,,,,,,,,,
KTKBANK,The Karnataka Bank Limited,EQ,10-May-2000,10,1,INE614B01018,10,"'KTKBANK.NS',",,,,,,,,,,,,,,,,,
KUANTUM,Kuantum Papers Limited,EQ,23-Oct-2019,1,1,INE529I01021,1,"'KUANTUM.NS',",,,,,,,,,,,,,,,,,
L&TFH,L&T Finance Holdings Limited,EQ,12-Aug-2011,10,1,INE498L01015,10,"'L&TFH.NS',",,,,,,,,,,,,,,,,,
LAKPRE,Lakshmi Precision Screws Limited,BZ,26-Sep-2006,10,1,INE651C01018,10,"'LAKPRE.NS',",,,,,,,,,,,,,,,,,
LALPATHLAB,Dr. Lal Path Labs Ltd.,EQ,23-Dec-2015,10,1,INE600L01024,10,"'LALPATHLAB.NS',",,,,,,,,,,,,,,,,,
LAMBODHARA,Lambodhara Textiles Limited,EQ,04-Feb-2015,5,1,INE112F01022,5,"'LAMBODHARA.NS',",,,,,,,,,,,,,,,,,
LAOPALA,La Opala RG Limited,EQ,16-Mar-2007,2,1,INE059D01020,2,"'LAOPALA.NS',",,,,,,,,,,,,,,,,,
LASA,Lasa Supergenerics Limited,EQ,21-Sep-2017,10,1,INE670X01014,10,"'LASA.NS',",,,,,,,,,,,,,,,,,
LAURUSLABS,Laurus Labs Limited,EQ,19-Dec-2016,2,1,INE947Q01028,2,"'LAURUSLABS.NS',",,,,,,,,,,,,,,,,,
LAXMIMACH,Lakshmi Machine Works Limited,EQ,29-Mar-1995,10,1,INE269B01029,10,"'LAXMIMACH.NS',",,,,,,,,,,,,,,,,,
LCCINFOTEC,LCC Infotech Limited,BE,02-Mar-2000,2,1,INE938A01021,2,"'LCCINFOTEC.NS',",,,,,,,,,,,,,,,,,
LEMONTREE,Lemon Tree Hotels Limited,EQ,09-Apr-2018,10,1,INE970X01018,10,"'LEMONTREE.NS',",,,,,,,,,,,,,,,,,
LFIC,Lakshmi Finance & Industrial Corporation Limited,EQ,15-Apr-2015,10,1,INE850E01012,10,"'LFIC.NS',",,,,,,,,,,,,,,,,,
LGBBROSLTD,LG Balakrishnan & Bros Limited,EQ,30-Mar-2010,10,1,INE337A01034,10,"'LGBBROSLTD.NS',",,,,,,,,,,,,,,,,,
LGBFORGE,LGB Forge Limited,EQ,01-Aug-2008,1,1,INE201J01017,1,"'LGBFORGE.NS',",,,,,,,,,,,,,,,,,
LIBAS,Libas Consumer Products Limited,EQ,23-Jul-2019,10,1,INE908V01012,10,"'LIBAS.NS',",,,,,,,,,,,,,,,,,
LIBERTSHOE,Liberty Shoes Limited,EQ,27-Sep-1995,10,1,INE557B01019,10,"'LIBERTSHOE.NS',",,,,,,,,,,,,,,,,,
LICHSGFIN,LIC Housing Finance Limited,EQ,29-Jul-1998,2,1,INE115A01026,2,"'LICHSGFIN.NS',",,,,,,,,,,,,,,,,,
LIKHITHA,Likhitha Infrastructure Limited,EQ,15-Oct-2020,10,1,INE060901019,10,"'LIKHITHA.NS',",,,,,,,,,,,,,,,,,
LINCOLN,Lincoln Pharmaceuticals Limited,EQ,17-Dec-2015,10,1,INE405C01035,10,"'LINCOLN.NS',",,,,,,,,,,,,,,,,,
LINCPEN,Linc Pen & Plastics Limited,EQ,09-Mar-2015,10,1,INE802B01019,10,"'LINCPEN.NS',",,,,,,,,,,,,,,,,,
LINDEINDIA,Linde India Limited,EQ,16-Jun-1999,10,1,INE473A01011,10,"'LINDEINDIA.NS',",,,,,,,,,,,,,,,,,
LODHA,Macrotech Developers Limited,EQ,19-Apr-2021,10,1,INE670K01029,10,"'LODHA.NS',",,,,,,,,,,,,,,,,,
LOKESHMACH,Lokesh Machines Limited,BE,05-May-2006,10,1,INE397H01017,10,"'LOKESHMACH.NS',",,,,,,,,,,,,,,,,,
LOTUSEYE,Lotus Eye Hospital and Institute Limited,EQ,11-Jul-2008,10,1,INE947I01017,10,"'LOTUSEYE.NS',",,,,,,,,,,,,,,,,,
LOVABLE,Lovable Lingerie Limited,BE,24-Mar-2011,10,1,INE597L01014,10,"'LOVABLE.NS',",,,,,,,,,,,,,,,,,
LPDC,Landmark Property Development Company Limited,EQ,12-Aug-2008,1,1,INE197J01017,1,"'LPDC.NS',",,,,,,,,,,,,,,,,,
LSIL,Lloyds Steels Industries Limited,BE,18-Jul-2016,1,1,INE093R01011,1,"'LSIL.NS',",,,,,,,,,,,,,,,,,
LT,Larsen & Toubro Limited,EQ,23-Jun-2004,2,1,INE018A01030,2,"'LT.NS',",,,,,,,,,,,,,,,,,
LTI,Larsen & Toubro Infotech Limited,EQ,21-Jul-2016,1,1,INE214T01019,1,"'LTI.NS',",,,,,,,,,,,,,,,,,
LTTS,L&T Technology Services Limited,EQ,23-Sep-2016,2,1,INE010V01017,2,"'LTTS.NS',",,,,,,,,,,,,,,,,,
LUMAXIND,Lumax Industries Limited,EQ,06-Sep-1995,10,1,INE162B01018,10,"'LUMAXIND.NS',",,,,,,,,,,,,,,,,,
LUMAXTECH,Lumax Auto Technologies Limited,EQ,16-Jan-2007,2,1,INE872H01027,2,"'LUMAXTECH.NS',",,,,,,,,,,,,,,,,,
LUPIN,Lupin Limited,EQ,10-Sep-2001,2,1,INE326A01037,2,"'LUPIN.NS',",,,,,,,,,,,,,,,,,
LUXIND,Lux Industries Limited,EQ,30-Nov-2015,2,1,INE150G01020,2,"'LUXIND.NS',",,,,,,,,,,,,,,,,,
LXCHEM,Laxmi Organic Industries Limited,EQ,25-Mar-2021,2,1,INE576O01020,2,"'LXCHEM.NS',",,,,,,,,,,,,,,,,,
LYKALABS,Lyka Labs Limited,BE,08-Feb-1995,10,1,INE933A01014,10,"'LYKALABS.NS',",,,,,,,,,,,,,,,,,
LYPSAGEMS,Lypsa Gems & Jewellery Limited,EQ,05-Nov-2013,10,1,INE142K01011,10,"'LYPSAGEMS.NS',",,,,,,,,,,,,,,,,,
M&M,Mahindra & Mahindra Limited,EQ,03-Jan-1996,5,1,INE101A01026,5,"'M&M.NS',",,,,,,,,,,,,,,,,,
M&MFIN,Mahindra & Mahindra Financial Services Limited,EQ,17-Mar-2006,2,1,INE774D01024,2,"'M&MFIN.NS',",,,,,,,,,,,,,,,,,
MAANALU,Maan Aluminium Limited,EQ,22-Oct-2007,10,1,INE215I01019,10,"'MAANALU.NS',",,,,,,,,,,,,,,,,,
MACPOWER,Macpower CNC Machines Limited,EQ,19-Aug-2020,10,1,INE155Z01011,10,"'MACPOWER.NS',",,,,,,,,,,,,,,,,,
MADHAV,Madhav Marbles and Granites Limited,EQ,20-Dec-2007,10,1,INE925C01016,10,"'MADHAV.NS',",,,,,,,,,,,,,,,,,
MADHUCON,Madhucon Projects Limited,EQ,05-Oct-2006,1,1,INE378D01032,1,"'MADHUCON.NS',",,,,,,,,,,,,,,,,,
MADRASFERT,Madras Fertilizers Limited,EQ,25-Jul-1997,10,1,INE414A01015,10,"'MADRASFERT.NS',",,,,,,,,,,,,,,,,,
MAGADSUGAR,Magadh Sugar & Energy Limited,EQ,28-Jul-2017,10,1,INE347W01011,10,"'MAGADSUGAR.NS',",,,,,,,,,,,,,,,,,
MAGMA,Magma Fincorp Limited,EQ,27-Apr-2004,2,1,INE511C01022,2,"'MAGMA.NS',",,,,,,,,,,,,,,,,,
MAGNUM,Magnum Ventures Limited,BE,20-Sep-2007,10,1,INE387I01016,10,"'MAGNUM.NS',",,,,,,,,,,,,,,,,,
MAHABANK,Bank of Maharashtra,EQ,12-Apr-2004,10,1,INE457A01014,10,"'MAHABANK.NS',",,,,,,,,,,,,,,,,,
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,BE,21-Jan-1998,10,1,INE843B01013,10,"'MAHAPEXLTD.NS',",,,,,,,,,,,,,,,,,
MAHASTEEL,Mahamaya Steel Industries Limited,EQ,01-Jul-2016,10,1,INE451L01014,10,"'MAHASTEEL.NS',",,,,,,,,,,,,,,,,,
MAHEPC,Mahindra EPC Irrigation Limited,EQ,14-Feb-2020,10,1,INE215D01010,10,"'MAHEPC.NS',",,,,,,,,,,,,,,,,,
MAHESHWARI,Maheshwari Logistics Limited,EQ,15-Apr-2019,10,1,INE263W01010,10,"'MAHESHWARI.NS',",,,,,,,,,,,,,,,,,
MAHINDCIE,Mahindra CIE Automotive Limited,EQ,30-Aug-2007,10,1,INE536H01010,10,"'MAHINDCIE.NS',",,,,,,,,,,,,,,,,,
MAHLIFE,Mahindra Lifespace Developers Limited,EQ,10-May-2000,10,1,INE813A01018,10,"'MAHLIFE.NS',",,,,,,,,,,,,,,,,,
MAHLOG,Mahindra Logistics Limited,EQ,10-Nov-2017,10,1,INE766P01016,10,"'MAHLOG.NS',",,,,,,,,,,,,,,,,,
MAHSCOOTER,Maharashtra Scooters Limited,EQ,08-Feb-1995,10,1,INE288A01013,10,"'MAHSCOOTER.NS',",,,,,,,,,,,,,,,,,
MAHSEAMLES,Maharashtra Seamless Limited,EQ,25-Aug-2004,5,1,INE271B01025,5,"'MAHSEAMLES.NS',",,,,,,,,,,,,,,,,,
MAITHANALL,Maithan Alloys Limited,EQ,05-Jul-2011,10,1,INE683C01011,10,"'MAITHANALL.NS',",,,,,,,,,,,,,,,,,
MAJESCO,Majesco Limited,EQ,19-Aug-2015,5,1,INE898S01029,5,"'MAJESCO.NS',",,,,,,,,,,,,,,,,,
MALUPAPER,Malu Paper Mills Limited,EQ,05-Apr-2006,10,1,INE383H01017,10,"'MALUPAPER.NS',",,,,,,,,,,,,,,,,,
MANAKALUCO,Manaksia Aluminium Company Limited,BE,30-Mar-2015,1,1,INE859Q01017,1,"'MANAKALUCO.NS',",,,,,,,,,,,,,,,,,
MANAKCOAT,Manaksia Coated Metals & Industries Limited,EQ,30-Mar-2015,1,1,INE830Q01018,1,"'MANAKCOAT.NS',",,,,,,,,,,,,,,,,,
MANAKSIA,Manaksia Limited,EQ,08-Jan-2008,2,1,INE015D01022,2,"'MANAKSIA.NS',",,,,,,,,,,,,,,,,,
MANAKSTEEL,Manaksia Steels Limited,EQ,30-Mar-2015,1,1,INE824Q01011,1,"'MANAKSTEEL.NS',",,,,,,,,,,,,,,,,,
MANALIPETC,Manali Petrochemicals Limited,EQ,06-Dec-2006,5,1,INE201A01024,5,"'MANALIPETC.NS',",,,,,,,,,,,,,,,,,
MANAPPURAM,Manappuram Finance Limited,EQ,01-Dec-2014,2,1,INE522D01027,2,"'MANAPPURAM.NS',",,,,,,,,,,,,,,,,,
MANGALAM,Mangalam Drugs And Organics Limited,EQ,23-May-2005,10,1,INE584F01014,10,"'MANGALAM.NS',",,,,,,,,,,,,,,,,,
MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,EQ,22-Oct-2007,10,1,INE558B01017,10,"'MANGCHEFER.NS',",,,,,,,,,,,,,,,,,
MANGLMCEM,Mangalam Cement Limited,EQ,03-Jan-1996,10,1,INE347A01017,10,"'MANGLMCEM.NS',",,,,,,,,,,,,,,,,,
MANGTIMBER,Mangalam Timber Products Limited,EQ,27-Jul-1995,10,1,INE805B01012,10,"'MANGTIMBER.NS',",,,,,,,,,,,,,,,,,
MANINDS,Man Industries (India) Limited,EQ,24-Jun-2005,5,1,INE993A01026,5,"'MANINDS.NS',",,,,,,,,,,,,,,,,,
MANINFRA,Man Infraconstruction Limited,EQ,11-Mar-2010,2,1,INE949H01023,2,"'MANINFRA.NS',",,,,,,,,,,,,,,,,,
MANUGRAPH,Manugraph India Limited,EQ,14-Sep-2006,2,1,INE867A01022,2,"'MANUGRAPH.NS',",,,,,,,,,,,,,,,,,
MARALOVER,Maral Overseas Limited,EQ,08-Feb-1995,10,1,INE882A01013,10,"'MARALOVER.NS',",,,,,,,,,,,,,,,,,
MARATHON,Marathon Nextgen Realty Limited,EQ,29-Sep-2016,5,1,INE182D01020,5,"'MARATHON.NS',",,,,,,,,,,,,,,,,,
MARICO,Marico Limited,EQ,01-May-1996,1,1,INE196A01026,1,"'MARICO.NS',",,,,,,,,,,,,,,,,,
MARINE,Marine Electricals (India) Limited,EQ,02-Dec-2020,2,1,INE01JE01028,2,"'MARINE.NS',",,,,,,,,,,,,,,,,,
MARKSANS,Marksans Pharma Limited,EQ,21-Jan-2002,1,1,INE750C01026,1,"'MARKSANS.NS',",,,,,,,,,,,,,,,,,
MARUTI,Maruti Suzuki India Limited,EQ,09-Jul-2003,5,1,INE585B01010,5,"'MARUTI.NS',",,,,,,,,,,,,,,,,,
MASFIN,MAS Financial Services Limited,EQ,18-Oct-2017,10,1,INE348L01012,10,"'MASFIN.NS',",,,,,,,,,,,,,,,,,
MASKINVEST,Mask Investments Limited,BE,14-Oct-2016,10,1,INE885F01015,10,"'MASKINVEST.NS',",,,,,,,,,,,,,,,,,
MASTEK,Mastek Limited,EQ,10-May-1995,5,1,INE759A01021,5,"'MASTEK.NS',",,,,,,,,,,,,,,,,,
MATRIMONY,Matrimony.Com Limited,EQ,21-Sep-2017,5,1,INE866R01028,5,"'MATRIMONY.NS',",,,,,,,,,,,,,,,,,
MAWANASUG,Mawana Sugars Limited,EQ,20-Mar-2009,10,1,INE636A01039,10,"'MAWANASUG.NS',",,,,,,,,,,,,,,,,,
MAXHEALTH,Max Healthcare Institute Limited,EQ,21-Aug-2020,10,1,INE027H01010,10,"'MAXHEALTH.NS',",,,,,,,,,,,,,,,,,
MAXIND,Max India Limited,EQ,28-Aug-2020,10,1,INE0CG601016,10,"'MAXIND.NS',",,,,,,,,,,,,,,,,,
MAXVIL,Max Ventures and Industries Limited,EQ,22-Jun-2016,10,1,INE154U01015,10,"'MAXVIL.NS',",,,,,,,,,,,,,,,,,
MAYURUNIQ,Mayur Uniquoters Ltd,EQ,25-Sep-2012,5,1,INE040D01038,5,"'MAYURUNIQ.NS',",,,,,,,,,,,,,,,,,
MAZDA,Mazda Limited,EQ,01-Nov-2016,10,1,INE885E01034,10,"'MAZDA.NS',",,,,,,,,,,,,,,,,,
MAZDOCK,Mazagon Dock Shipbuilders Limited,EQ,12-Oct-2020,10,1,INE249Z01012,10,"'MAZDOCK.NS',",,,,,,,,,,,,,,,,,
MBAPL,Madhya Bharat Agro Products Limited,EQ,22-Aug-2019,10,1,INE900L01010,10,"'MBAPL.NS',",,,,,,,,,,,,,,,,,
MBECL,Mcnally Bharat Engineering Company Limited,BE,06-Oct-2006,10,1,INE748A01016,10,"'MBECL.NS',",,,,,,,,,,,,,,,,,
MBLINFRA,MBL Infrastructures Limited,EQ,11-Jan-2010,10,1,INE912H01013,10,"'MBLINFRA.NS',",,,,,,,,,,,,,,,,,
MCDHOLDING,McDowell Holdings Limited,EQ,30-May-2007,10,1,INE836H01014,10,"'MCDHOLDING.NS',",,,,,,,,,,,,,,,,,
MCDOWELL-N,United Spirits Limited,EQ,27-Sep-2001,2,1,INE854D01024,2,"'MCDOWELL-N.NS',",,,,,,,,,,,,,,,,,
MCL,Madhav Copper Limited,EQ,19-Aug-2020,5,1,INE813V01022,5,"'MCL.NS',",,,,,,,,,,,,,,,,,
MCLEODRUSS,Mcleod Russel India Limited,EQ,29-Jul-2005,5,1,INE942G01012,5,"'MCLEODRUSS.NS',",,,,,,,,,,,,,,,,,
MCX,Multi Commodity Exchange of India Limited,EQ,09-Mar-2012,10,1,INE745G01035,10,"'MCX.NS',",,,,,,,,,,,,,,,,,
MEGASOFT,Megasoft Limited,BE,19-Jul-2007,10,1,INE933B01012,10,"'MEGASOFT.NS',",,,,,,,,,,,,,,,,,
MELSTAR,Melstar Information Technologies Limited,BZ,07-Mar-2000,10,1,INE817A01019,10,"'MELSTAR.NS',",,,,,,,,,,,,,,,,,
MENONBE,Menon Bearings Limited,EQ,09-Mar-2015,1,1,INE071D01033,1,"'MENONBE.NS',",,,,,,,,,,,,,,,,,
MEP,MEP Infrastructure Developers Limited,EQ,06-May-2015,10,1,INE776I01010,10,"'MEP.NS',",,,,,,,,,,,,,,,,,
MERCATOR,Mercator Limited,EQ,20-Jun-2005,1,1,INE934B01028,1,"'MERCATOR.NS',",,,,,,,,,,,,,,,,,
METALFORGE,Metalyst Forgings Limited,BZ,23-Aug-1995,10,1,INE425A01011,10,"'METALFORGE.NS',",,,,,,,,,,,,,,,,,
METROPOLIS,Metropolis Healthcare Limited,EQ,15-Apr-2019,2,1,INE112L01020,2,"'METROPOLIS.NS',",,,,,,,,,,,,,,,,,
MFSL,Max Financial Services Limited,EQ,17-May-2000,2,1,INE180A01020,2,"'MFSL.NS',",,,,,,,,,,,,,,,,,
MGEL,Mangalam Global Enterprise Limited,EQ,23-Dec-2020,10,1,INE0APB01016,10,"'MGEL.NS',",,,,,,,,,,,,,,,,,
MGL,Mahanagar Gas Limited,EQ,01-Jul-2016,10,1,INE002S01010,10,"'MGL.NS',",,,,,,,,,,,,,,,,,
MHRIL,Mahindra Holidays & Resorts India Limited,EQ,16-Jul-2009,10,1,INE998I01010,10,"'MHRIL.NS',",,,,,,,,,,,,,,,,,
MIDHANI,Mishra Dhatu Nigam Limited,EQ,04-Apr-2018,10,1,INE099Z01011,10,"'MIDHANI.NS',",,,,,,,,,,,,,,,,,
MINDACORP,Minda Corporation Limited,EQ,16-Oct-2014,2,1,INE842C01021,2,"'MINDACORP.NS',",,,,,,,,,,,,,,,,,
MINDAIND,Minda Industries Limited,EQ,02-Feb-2007,2,1,INE405E01023,2,"'MINDAIND.NS',",,,,,,,,,,,,,,,,,
MINDTECK,Mindteck (India) Limited,EQ,02-Aug-2016,10,1,INE110B01017,10,"'MINDTECK.NS',",,,,,,,,,,,,,,,,,
MINDTREE,MindTree Limited,EQ,07-Mar-2007,10,1,INE018I01017,10,"'MINDTREE.NS',",,,,,,,,,,,,,,,,,
MIRCELECTR,MIRC Electronics Limited,EQ,24-May-2004,1,1,INE831A01028,1,"'MIRCELECTR.NS',",,,,,,,,,,,,,,,,,
MIRZAINT,Mirza International Limited,EQ,28-Apr-1999,2,1,INE771A01026,2,"'MIRZAINT.NS',",,,,,,,,,,,,,,,,,
MITTAL,Mittal Life Style Limited,EQ,29-Apr-2020,10,1,INE997Y01019,10,"'MITTAL.NS',",,,,,,,,,,,,,,,,,
MMFL,MM Forgings Limited,EQ,20-Dec-2006,10,1,INE227C01017,10,"'MMFL.NS',",,,,,,,,,,,,,,,,,
MMP,MMP Industries Limited,EQ,09-Jan-2020,10,1,INE511Y01018,10,"'MMP.NS',",,,,,,,,,,,,,,,,,
MMTC,MMTC Limited,EQ,09-Apr-2012,1,1,INE123F01029,1,"'MMTC.NS',",,,,,,,,,,,,,,,,,
MODIRUBBER,Modi Rubber Limited,BE,07-Feb-1996,10,1,INE832A01018,10,"'MODIRUBBER.NS',",,,,,,,,,,,,,,,,,
MODISNME,Modison Metals Limited,EQ,03-May-2021,1,1,INE737D01021,1,"'MODISNME.NS',",,,,,,,,,,,,,,,,,
MOHITIND,Mohit Industries Limited,EQ,14-Mar-2013,10,1,INE954E01012,10,"'MOHITIND.NS',",,,,,,,,,,,,,,,,,
MOHOTAIND,Mohota Industries Limited,EQ,10-Apr-1996,10,1,INE313D01013,10,"'MOHOTAIND.NS',",,,,,,,,,,,,,,,,,
MOIL,MOIL Limited,EQ,15-Dec-2010,10,1,INE490G01020,10,"'MOIL.NS',",,,,,,,,,,,,,,,,,
MOKSH,Moksh Ornaments Limited,EQ,21-May-2021,10,1,INE514Y01012,10,"'MOKSH.NS',",,,,,,,,,,,,,,,,,
MOLDTECH,Mold-Tek Technologies Limited,EQ,07-Jul-2016,2,1,INE835B01035,2,"'MOLDTECH.NS',",,,,,,,,,,,,,,,,,
MOLDTKPAC,Mold-Tek Packaging Limited,EQ,23-Feb-2015,5,1,INE893J01029,5,"'MOLDTKPAC.NS',",,,,,,,,,,,,,,,,,
MONTECARLO,Monte Carlo Fashions Limited,EQ,19-Dec-2014,10,1,INE950M01013,10,"'MONTECARLO.NS',",,,,,,,,,,,,,,,,,
MORARJEE,Morarjee Textiles Limited,EQ,14-Sep-2012,7,1,INE161G01027,7,"'MORARJEE.NS',",,,,,,,,,,,,,,,,,
MOREPENLAB,Morepen Laboratories Limited,EQ,24-Nov-1999,2,1,INE083A01026,2,"'MOREPENLAB.NS',",,,,,,,,,,,,,,,,,
MOTHERSUMI,Motherson Sumi Systems Limited,EQ,14-Aug-1996,1,1,INE775A01035,1,"'MOTHERSUMI.NS',",,,,,,,,,,,,,,,,,
MOTILALOFS,Motilal Oswal Financial Services Limited,EQ,11-Sep-2007,1,1,INE338I01027,1,"'MOTILALOFS.NS',",,,,,,,,,,,,,,,,,
MOTOGENFIN,The Motor & General Finance Limited,EQ,08-Feb-1995,5,1,INE861B01023,5,"'MOTOGENFIN.NS',",,,,,,,,,,,,,,,,,
MPHASIS,MphasiS Limited,EQ,04-Jun-2004,10,1,INE356A01018,10,"'MPHASIS.NS',",,,,,,,,,,,,,,,,,
MPSLTD,MPS Limited,EQ,21-Jan-2002,10,1,INE943D01017,10,"'MPSLTD.NS',",,,,,,,,,,,,,,,,,
MRF,MRF Limited,EQ,18-Sep-1996,10,1,INE883A01011,10,"'MRF.NS',",,,,,,,,,,,,,,,,,
MRO-TEK,MRO-TEK Realty Limited,EQ,01-Nov-2000,5,1,INE398B01018,5,"'MRO-TEK.NS',",,,,,,,,,,,,,,,,,
MRPL,Mangalore Refinery and Petrochemicals Limited,EQ,07-Jan-2005,10,1,INE103A01014,10,"'MRPL.NS',",,,,,,,,,,,,,,,,,
MSPL,MSP Steel & Power Limited,BE,18-Jul-2005,10,1,INE752G01015,10,"'MSPL.NS',",,,,,,,,,,,,,,,,,
MSTCLTD,Mstc Limited,EQ,29-Mar-2019,10,1,INE255X01014,10,"'MSTCLTD.NS',",,,,,,,,,,,,,,,,,
MTARTECH,Mtar Technologies Limited,EQ,15-Mar-2021,10,1,INE864I01014,10,"'MTARTECH.NS',",,,,,,,,,,,,,,,,,
MTEDUCARE,MT Educare Limited,EQ,12-Apr-2012,10,1,INE472M01018,10,"'MTEDUCARE.NS',",,,,,,,,,,,,,,,,,
MTNL,Mahanagar Telephone Nigam Limited,EQ,17-Feb-1999,10,1,INE153A01019,10,"'MTNL.NS',",,,,,,,,,,,,,,,,,
MUKANDENGG,Mukand Engineers Limited,BE,28-Jun-2000,10,1,INE022B01014,10,"'MUKANDENGG.NS',",,,,,,,,,,,,,,,,,
MUKANDLTD,Mukand Limited,BE,23-Feb-2004,10,1,INE304A01026,10,"'MUKANDLTD.NS',",,,,,,,,,,,,,,,,,
MUKTAARTS,Mukta Arts Limited,EQ,12-Sep-2000,5,1,INE374B01019,5,"'MUKTAARTS.NS',",,,,,,,,,,,,,,,,,
MUNJALAU,Munjal Auto Industries Limited,EQ,19-Jul-2006,2,1,INE672B01032,2,"'MUNJALAU.NS',",,,,,,,,,,,,,,,,,
MUNJALSHOW,Munjal Showa Limited,EQ,12-May-2003,2,1,INE577A01027,2,"'MUNJALSHOW.NS',",,,,,,,,,,,,,,,,,
MURUDCERA,Murudeshwar Ceramics Limited,EQ,28-May-2004,10,1,INE692B01014,10,"'MURUDCERA.NS',",,,,,,,,,,,,,,,,,
MUTHOOTCAP,Muthoot Capital Services Limited,EQ,24-Aug-2015,10,1,INE296G01013,10,"'MUTHOOTCAP.NS',",,,,,,,,,,,,,,,,,
MUTHOOTFIN,Muthoot Finance Limited,EQ,06-May-2011,10,1,INE414G01012,10,"'MUTHOOTFIN.NS',",,,,,,,,,,,,,,,,,
NACLIND,NACL Industries Limited,EQ,07-Apr-2017,1,1,INE295D01020,1,"'NACLIND.NS',",,,,,,,,,,,,,,,,,
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,EQ,15-Jun-2016,1,1,INE454M01024,1,"'NAGAFERT.NS',",,,,,,,,,,,,,,,,,
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,EQ,18-Sep-2007,5,1,INE245I01016,5,"'NAGREEKCAP.NS',",,,,,,,,,,,,,,,,,
NAGREEKEXP,Nagreeka Exports Limited,EQ,18-Jun-2007,5,1,INE123B01028,5,"'NAGREEKEXP.NS',",,,,,,,,,,,,,,,,,
NAHARCAP,Nahar Capital and Financial Services Limited,EQ,11-Mar-2008,5,1,INE049I01012,5,"'NAHARCAP.NS',",,,,,,,,,,,,,,,,,
NAHARINDUS,Nahar Industrial Enterprises Limited,EQ,15-Dec-2005,10,1,INE289A01011,10,"'NAHARINDUS.NS',",,,,,,,,,,,,,,,,,
NAHARPOLY,Nahar Poly Films Limited,EQ,23-Mar-2007,5,1,INE308A01027,5,"'NAHARPOLY.NS',",,,,,,,,,,,,,,,,,
NAHARSPING,Nahar Spinning Mills Limited,EQ,23-Mar-2007,5,1,INE290A01027,5,"'NAHARSPING.NS',",,,,,,,,,,,,,,,,,
NAM-INDIA,Nippon Life India Asset Management Limited,EQ,06-Nov-2017,10,1,INE298J01013,10,"'NAM-INDIA.NS',",,,,,,,,,,,,,,,,,
NATCOPHARM,Natco Pharma Limited,EQ,27-Dec-1995,2,1,INE987B01026,2,"'NATCOPHARM.NS',",,,,,,,,,,,,,,,,,
NATHBIOGEN,Nath Bio-Genes (India) Limited,EQ,28-Jan-2014,10,1,INE448G01010,10,"'NATHBIOGEN.NS',",,,,,,,,,,,,,,,,,
NATIONALUM,National Aluminium Company Limited,EQ,28-Apr-1999,5,1,INE139A01034,5,"'NATIONALUM.NS',",,,,,,,,,,,,,,,,,
NATNLSTEEL,National Steel And Agro Industries Limited,BE,26-Sep-2002,10,1,INE088B01015,10,"'NATNLSTEEL.NS',",,,,,,,,,,,,,,,,,
NAUKRI,Info Edge (India) Limited,EQ,21-Nov-2006,10,1,INE663F01024,10,"'NAUKRI.NS',",,,,,,,,,,,,,,,,,
NAVINFLUOR,Navin Fluorine International Limited,EQ,01-Jun-2007,2,1,INE048G01026,2,"'NAVINFLUOR.NS',",,,,,,,,,,,,,,,,,
NAVKARCORP,Navkar Corporation Limited,EQ,09-Sep-2015,10,1,INE278M01019,10,"'NAVKARCORP.NS',",,,,,,,,,,,,,,,,,
NAVNETEDUL,Navneet Education Limited,EQ,08-Feb-1995,2,1,INE060A01024,2,"'NAVNETEDUL.NS',",,,,,,,,,,,,,,,,,
NAZARA,Nazara Technologies Limited,EQ,30-Mar-2021,4,1,INE418L01021,4,"'NAZARA.NS',",,,,,,,,,,,,,,,,,
NBCC,NBCC (India) Limited,EQ,12-Apr-2012,1,1,INE095N01031,1,"'NBCC.NS',",,,,,,,,,,,,,,,,,
NBIFIN,N. B. I. Industrial Finance Company Limited,EQ,23-Nov-2016,5,1,INE365I01020,5,"'NBIFIN.NS',",,,,,,,,,,,,,,,,,
