SYMBOL,NAME OF COMPANY,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE,TICKER,,,,,,,,,,,,,,,,,
SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,08-Feb-1995,1,1,INE044A01036,1,"'SUNPHARMA.NS',",,,,,,,,,,,,,,,,,
SUNTECK,Sunteck Realty Limited,EQ,13-Nov-2009,1,1,INE805D01034,1,"'SUNTECK.NS',",,,,,,,,,,,,,,,,,
SUNTV,Sun TV Network Limited,EQ,24-Apr-2006,5,1,INE424H01027,5,"'SUNTV.NS',",,,,,,,,,,,,,,,,,
SUPERHOUSE,Superhouse Limited,EQ,26-Sep-2014,10,1,INE712B01010,10,"'SUPERHOUSE.NS',",,,,,,,,,,,,,,,,,
SUPERSPIN,Super Spinning Mills Limited,BE,08-Jul-2004,1,1,INE662A01027,1,"'SUPERSPIN.NS',",,,,,,,,,,,,,,,,,
SUPPETRO,Supreme Petrochem Limited,EQ,13-Oct-1999,10,1,INE663A01017,10,"'SUPPETRO.NS',",,,,,,,,,,,,,,,,,
SUPRAJIT,Suprajit Engineering Limited,EQ,18-Feb-2005,1,1,INE399C01030,1,"'SUPRAJIT.NS',",,,,,,,,,,,,,,,,,
SUPREMEENG,Supreme Engineering Limited,BE,04-Dec-2020,10,1,INE319Z01013,10,"'SUPREMEENG.NS',",,,,,,,,,,,,,,,,,
SUPREMEIND,Supreme Industries Limited,EQ,19-Jul-1995,2,1,INE195A01028,2,"'SUPREMEIND.NS',",,,,,,,,,,,,,,,,,
SUPREMEINF,Supreme Infrastructure India Limited,BZ,18-Oct-2007,10,1,INE550H01011,10,"'SUPREMEINF.NS',",,,,,,,,,,,,,,,,,
SURANASOL,Surana Solar Limited,EQ,07-Jan-2011,5,1,INE272L01022,5,"'SURANASOL.NS',",,,,,,,,,,,,,,,,,
SURANAT&P,Surana Telecom and Power Limited,EQ,22-May-2002,1,1,INE130B01031,1,"'SURANAT&P.NS',",,,,,,,,,,,,,,,,,
SURYALAXMI,Suryalakshmi Cotton Mills Limited,BE,15-Jun-2005,10,1,INE713B01026,10,"'SURYALAXMI.NS',",,,,,,,,,,,,,,,,,
SURYAROSNI,Surya Roshni Limited,EQ,10-May-1995,10,1,INE335A01012,10,"'SURYAROSNI.NS',",,,,,,,,,,,,,,,,,
SURYODAY,Suryoday Small Finance Bank Limited,EQ,26-Mar-2021,10,1,INE428Q01011,10,"'SURYODAY.NS',",,,,,,,,,,,,,,,,,
SUTLEJTEX,Sutlej Textiles and Industries Limited,EQ,14-Dec-2006,1,1,INE645H01027,1,"'SUTLEJTEX.NS',",,,,,,,,,,,,,,,,,
SUULD,Suumaya Industries Limited,EQ,19-Oct-2020,10,1,INE591Q01016,10,"'SUULD.NS',",,,,,,,,,,,,,,,,,
SUVEN,Suven Life Sciences Limited,EQ,23-Oct-2003,1,1,INE495B01038,1,"'SUVEN.NS',",,,,,,,,,,,,,,,,,
SUVENPHAR,Suven Pharmaceuticals Limited,EQ,09-Mar-2020,1,1,INE03QK01018,1,"'SUVENPHAR.NS',",,,,,,,,,,,,,,,,,
SUVIDHAA,Suvidhaa Infoserve Limited,EQ,31-Mar-2021,1,1,INE018401013,1,"'SUVIDHAA.NS',",,,,,,,,,,,,,,,,,
SUZLON,Suzlon Energy Limited,EQ,19-Oct-2005,2,1,INE040H01021,2,"'SUZLON.NS',",,,,,,,,,,,,,,,,,
SWANENERGY,Swan Energy Limited,EQ,29-May-2012,1,1,INE665A01038,1,"'SWANENERGY.NS',",,,,,,,,,,,,,,,,,
SWARAJENG,Swaraj Engines Limited,EQ,06-Dec-1995,10,1,INE277A01016,10,"'SWARAJENG.NS',",,,,,,,,,,,,,,,,,
SWELECTES,Swelect Energy Systems Limited,EQ,09-May-2006,10,1,INE409B01013,10,"'SWELECTES.NS',",,,,,,,,,,,,,,,,,
SWSOLAR,Sterling And Wilson Solar Limited,EQ,20-Aug-2019,1,1,INE00M201021,1,"'SWSOLAR.NS',",,,,,,,,,,,,,,,,,
SYMPHONY,Symphony Limited,EQ,15-Jun-2011,2,1,INE225D01027,2,"'SYMPHONY.NS',",,,,,,,,,,,,,,,,,
SYNCOM,Syncom Healthcare Limited,BZ,15-Feb-2010,10,1,INE602K01014,10,"'SYNCOM.NS',",,,,,,,,,,,,,,,,,
SYNGENE,Syngene International Limited,EQ,11-Aug-2015,10,1,INE398R01022,10,"'SYNGENE.NS',",,,,,,,,,,,,,,,,,
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,EQ,27-Jul-1995,10,1,INE123C01018,10,"'TAINWALCHM.NS',",,,,,,,,,,,,,,,,,
TAJGVK,Taj GVK Hotels & Resorts Limited,EQ,20-Dec-2000,2,1,INE586B01026,2,"'TAJGVK.NS',",,,,,,,,,,,,,,,,,
TAKE,Take Solutions Limited,EQ,27-Aug-2007,1,1,INE142I01023,1,"'TAKE.NS',",,,,,,,,,,,,,,,,,
TALBROAUTO,Talbros Automotive Components Limited,EQ,29-Sep-2006,10,1,INE187D01011,10,"'TALBROAUTO.NS',",,,,,,,,,,,,,,,,,
TANLA,Tanla Platforms Limited,EQ,05-Jan-2007,1,1,INE483C01032,1,"'TANLA.NS',",,,,,,,,,,,,,,,,,
TANTIACONS,Tantia Constructions Limited,BZ,19-Feb-2008,10,1,INE388G01018,10,"'TANTIACONS.NS',",,,,,,,,,,,,,,,,,
TARAPUR,Tarapur Transformers Limited,BE,18-May-2010,10,1,INE747K01017,10,"'TARAPUR.NS',",,,,,,,,,,,,,,,,,
TARC,TARC Limited,EQ,18-Dec-2020,2,1,INE0EK901012,2,"'TARC.NS',",,,,,,,,,,,,,,,,,
TARMAT,Tarmat Limited,EQ,09-Jul-2007,10,1,INE924H01018,10,"'TARMAT.NS',",,,,,,,,,,,,,,,,,
TASTYBITE,Tasty Bite Eatables Limited,EQ,23-Mar-2017,10,1,INE488B01017,10,"'TASTYBITE.NS',",,,,,,,,,,,,,,,,,
TATACHEM,Tata Chemicals Limited,EQ,01-Apr-1999,10,1,INE092A01019,10,"'TATACHEM.NS',",,,,,,,,,,,,,,,,,
TATACOFFEE,Tata Coffee Limited,EQ,16-Feb-2000,1,1,INE493A01027,1,"'TATACOFFEE.NS',",,,,,,,,,,,,,,,,,
TATACOMM,Tata Communications Limited,EQ,12-Apr-1995,10,1,INE151A01013,10,"'TATACOMM.NS',",,,,,,,,,,,,,,,,,
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,18-Nov-1998,1,1,INE192A01025,1,"'TATACONSUM.NS',",,,,,,,,,,,,,,,,,
TATAELXSI,Tata Elxsi Limited,EQ,17-Sep-2003,10,1,INE670A01012,10,"'TATAELXSI.NS',",,,,,,,,,,,,,,,,,
TATAINVEST,Tata Investment Corporation Limited,EQ,24-Jun-1998,10,1,INE672A01018,10,"'TATAINVEST.NS',",,,,,,,,,,,,,,,,,
TATAMETALI,Tata Metaliks Limited,EQ,27-May-2003,10,1,INE056C01010,10,"'TATAMETALI.NS',",,,,,,,,,,,,,,,,,
TATAMOTORS,Tata Motors Limited,EQ,22-Jul-1998,2,1,INE155A01022,2,"'TATAMOTORS.NS',",,,,,,,,,,,,,,,,,
TATAMTRDVR,Tata Motors Limited,EQ,05-Nov-2008,2,1,IN9155A01020,2,"'TATAMTRDVR.NS',",,,,,,,,,,,,,,,,,
TATAPOWER,Tata Power Company Limited,EQ,03-Apr-1996,1,1,INE245A01021,1,"'TATAPOWER.NS',",,,,,,,,,,,,,,,,,
TATASTEEL,Tata Steel Limited,EQ,18-Nov-1998,10,1,INE081A01012,10,"'TATASTEEL.NS',",,,,,,,,,,,,,,,,,
TATASTLBSL,Tata Steel Bsl Limited,EQ,21-Nov-2003,2,1,INE824B01021,2,"'TATASTLBSL.NS',",,,,,,,,,,,,,,,,,
TATASTLLP,Tata Steel Long Products Limited,EQ,24-Feb-2003,10,1,INE674A01014,10,"'TATASTLLP.NS',",,,,,,,,,,,,,,,,,
TBZ,Tribhovandas Bhimji Zaveri Limited,EQ,09-May-2012,10,1,INE760L01018,10,"'TBZ.NS',",,,,,,,,,,,,,,,,,
TCI,Transport Corporation of India Limited,EQ,21-Jan-2002,2,1,INE688A01022,2,"'TCI.NS',",,,,,,,,,,,,,,,,,
TCIDEVELOP,TCI Developers Limited,EQ,19-Apr-2011,10,1,INE662L01016,10,"'TCIDEVELOP.NS',",,,,,,,,,,,,,,,,,
TCIEXP,TCI Express Limited,EQ,15-Dec-2016,2,1,INE586V01016,2,"'TCIEXP.NS',",,,,,,,,,,,,,,,,,
TCIFINANCE,TCI Finance Limited,EQ,21-May-1997,10,1,INE911B01018,10,"'TCIFINANCE.NS',",,,,,,,,,,,,,,,,,
TCNSBRANDS,TCNS Clothing Co. Limited,EQ,30-Jul-2018,2,1,INE778U01029,2,"'TCNSBRANDS.NS',",,,,,,,,,,,,,,,,,
TCPLPACK,TCPL Packaging Limited,EQ,17-Oct-2017,10,1,INE822C01015,10,"'TCPLPACK.NS',",,,,,,,,,,,,,,,,,
TCS,Tata Consultancy Services Limited,EQ,25-Aug-2004,1,1,INE467B01029,1,"'TCS.NS',",,,,,,,,,,,,,,,,,
TDPOWERSYS,TD Power Systems Limited,EQ,08-Sep-2011,10,1,INE419M01019,10,"'TDPOWERSYS.NS',",,,,,,,,,,,,,,,,,
TEAMLEASE,Teamlease Services Limited,EQ,12-Feb-2016,10,1,INE985S01024,10,"'TEAMLEASE.NS',",,,,,,,,,,,,,,,,,
TECHIN,Techindia Nirman Limited,BE,08-Sep-2011,10,1,INE778A01021,10,"'TECHIN.NS',",,,,,,,,,,,,,,,,,
TECHM,Tech Mahindra Limited,EQ,28-Aug-2006,5,1,INE669C01036,5,"'TECHM.NS',",,,,,,,,,,,,,,,,,
TECHNOE,Techno Electric & Engineering Company Limited,EQ,04-Dec-2018,2,1,INE285K01026,2,"'TECHNOE.NS',",,,,,,,,,,,,,,,,,
TECHNOFAB,Technofab Engineering Limited,BZ,16-Jul-2010,10,1,INE509K01011,10,"'TECHNOFAB.NS',",,,,,,,,,,,,,,,,,
TEJASNET,Tejas Networks Limited,EQ,27-Jun-2017,10,1,INE010J01012,10,"'TEJASNET.NS',",,,,,,,,,,,,,,,,,
TEMBO,Tembo Global Industries Limited,EQ,23-Apr-2021,10,1,INE869Y01010,10,"'TEMBO.NS',",,,,,,,,,,,,,,,,,
TERASOFT,Tera Software Limited,EQ,29-Dec-2016,10,1,INE482B01010,10,"'TERASOFT.NS',",,,,,,,,,,,,,,,,,
TEXINFRA,Texmaco Infrastructure & Holdings Limited,EQ,09-Sep-2004,1,1,INE435C01024,1,"'TEXINFRA.NS',",,,,,,,,,,,,,,,,,
TEXMOPIPES,Texmo Pipes and Products Limited,EQ,10-Mar-2010,10,1,INE141K01013,10,"'TEXMOPIPES.NS',",,,,,,,,,,,,,,,,,
TEXRAIL,Texmaco Rail & Engineering Limited,EQ,03-Mar-2011,1,1,INE621L01012,1,"'TEXRAIL.NS',",,,,,,,,,,,,,,,,,
TFCILTD,Tourism Finance Corporation of India Limited,EQ,26-Jul-2000,10,1,INE305A01015,10,"'TFCILTD.NS',",,,,,,,,,,,,,,,,,
TFL,Transwarranty Finance Limited,BE,26-Feb-2007,10,1,INE804H01012,10,"'TFL.NS',",,,,,,,,,,,,,,,,,
TGBHOTELS,TGB Banquets And Hotels Limited,BE,17-May-2007,10,1,INE797H01018,10,"'TGBHOTELS.NS',",,,,,,,,,,,,,,,,,
THANGAMAYL,Thangamayil Jewellery Limited,EQ,19-Feb-2010,10,1,INE085J01014,10,"'THANGAMAYL.NS',",,,,,,,,,,,,,,,,,
THEINVEST,The Investment Trust Of India Limited,EQ,02-Aug-2017,10,1,INE924D01017,10,"'THEINVEST.NS',",,,,,,,,,,,,,,,,,
THEMISMED,Themis Medicare Limited,EQ,02-Apr-2007,10,1,INE083B01016,10,"'THEMISMED.NS',",,,,,,,,,,,,,,,,,
THERMAX,Thermax Limited,EQ,30-Aug-1995,2,1,INE152A01029,2,"'THERMAX.NS',",,,,,,,,,,,,,,,,,
THOMASCOOK,Thomas Cook (India) Limited,EQ,07-Jun-2000,1,1,INE332A01027,1,"'THOMASCOOK.NS',",,,,,,,,,,,,,,,,,
THOMASCOTT,Thomas Scott (India) Limited,BE,30-Jan-2012,10,1,INE480M01011,10,"'THOMASCOTT.NS',",,,,,,,,,,,,,,,,,
THYROCARE,Thyrocare Technologies Limited,EQ,09-May-2016,10,1,INE594H01019,10,"'THYROCARE.NS',",,,,,,,,,,,,,,,,,
TI,Tilaknagar Industries Limited,EQ,16-Jul-2010,10,1,INE133E01013,10,"'TI.NS',",,,,,,,,,,,,,,,,,
TIDEWATER,Tide Water Oil Company (India) Limited,EQ,16-Jan-2007,5,1,INE484C01022,5,"'TIDEWATER.NS',",,,,,,,,,,,,,,,,,
TIIL,Technocraft Industries (India) Limited,EQ,12-Feb-2007,10,1,INE545H01011,10,"'TIIL.NS',",,,,,,,,,,,,,,,,,
TIINDIA,Tube Investments of India Limited,EQ,02-Nov-2017,1,1,INE974X01010,1,"'TIINDIA.NS',",,,,,,,,,,,,,,,,,
TIJARIA,Tijaria Polypipes Limited,EQ,14-Oct-2011,10,1,INE440L01017,10,"'TIJARIA.NS',",,,,,,,,,,,,,,,,,
TIL,TIL Limited,BE,27-Sep-1995,10,1,INE806C01018,10,"'TIL.NS',",,,,,,,,,,,,,,,,,
TIMESGTY,Times Guaranty Limited,EQ,11-Jun-2002,10,1,INE289C01025,10,"'TIMESGTY.NS',",,,,,,,,,,,,,,,,,
TIMETECHNO,Time Technoplast Limited,EQ,13-Jun-2007,1,1,INE508G01029,1,"'TIMETECHNO.NS',",,,,,,,,,,,,,,,,,
TIMKEN,Timken India Limited,EQ,06-Feb-2007,10,1,INE325A01013,10,"'TIMKEN.NS',",,,,,,,,,,,,,,,,,
TINPLATE,The Tinplate Company of India Limited,EQ,27-Jan-2006,10,1,INE422C01014,10,"'TINPLATE.NS',",,,,,,,,,,,,,,,,,
TIPSINDLTD,TIPS Industries Limited,EQ,10-Nov-2000,10,1,INE716B01011,10,"'TIPSINDLTD.NS',",,,,,,,,,,,,,,,,,
TIRUMALCHM,Thirumalai Chemicals Limited,EQ,14-May-2003,1,1,INE338A01024,1,"'TIRUMALCHM.NS',",,,,,,,,,,,,,,,,,
TIRUPATIFL,Tirupati Forge Limited,BE,04-Aug-2020,10,1,INE319Y01016,10,"'TIRUPATIFL.NS',",,,,,,,,,,,,,,,,,
TITAN,Titan Company Limited,EQ,24-Sep-2004,1,1,INE280A01028,1,"'TITAN.NS',",,,,,,,,,,,,,,,,,
TMRVL,The Mandhana Retail Ventures Limited,EQ,14-Dec-2016,10,1,INE759V01019,10,"'TMRVL.NS',",,,,,,,,,,,,,,,,,
TNPETRO,Tamilnadu PetroProducts Limited,EQ,27-Oct-1999,10,1,INE148A01019,10,"'TNPETRO.NS',",,,,,,,,,,,,,,,,,
TNPL,Tamil Nadu Newsprint & Papers Limited,EQ,14-Feb-1996,10,1,INE107A01015,10,"'TNPL.NS',",,,,,,,,,,,,,,,,,
TNTELE,Tamilnadu Telecommunication Limited,BE,04-Feb-2003,10,1,INE141D01018,10,"'TNTELE.NS',",,,,,,,,,,,,,,,,,
TOKYOPLAST,Tokyo Plast International Limited,EQ,11-Oct-1995,10,1,INE932C01012,10,"'TOKYOPLAST.NS',",,,,,,,,,,,,,,,,,
TORNTPHARM,Torrent Pharmaceuticals Limited,EQ,25-Nov-2002,5,1,INE685A01028,5,"'TORNTPHARM.NS',",,,,,,,,,,,,,,,,,
TORNTPOWER,Torrent Power Limited,EQ,28-Nov-2006,10,1,INE813H01021,10,"'TORNTPOWER.NS',",,,,,,,,,,,,,,,,,
TOTAL,Total Transport Systems Limited,EQ,28-Aug-2020,10,1,INE336X01012,10,"'TOTAL.NS',",,,,,,,,,,,,,,,,,
TOUCHWOOD,Touchwood Entertainment Limited,EQ,21-Jan-2020,10,1,INE486Y01013,10,"'TOUCHWOOD.NS',",,,,,,,,,,,,,,,,,
TPLPLASTEH,TPL Plastech Limited,EQ,20-May-2015,10,1,INE413G01014,10,"'TPLPLASTEH.NS',",,,,,,,,,,,,,,,,,
TREEHOUSE,Tree House Education & Accessories Limited,BE,26-Aug-2011,10,1,INE040M01013,10,"'TREEHOUSE.NS',",,,,,,,,,,,,,,,,,
TREJHARA,TREJHARA SOLUTIONS LIMITED,EQ,28-Dec-2018,10,1,INE00CA01015,10,"'TREJHARA.NS',",,,,,,,,,,,,,,,,,
TRENT,Trent Limited,EQ,07-Jun-2004,1,1,INE849A01020,1,"'TRENT.NS',",,,,,,,,,,,,,,,,,
TRF,TRF Limited,EQ,26-Mar-2010,10,1,INE391D01019,10,"'TRF.NS',",,,,,,,,,,,,,,,,,
TRIDENT,Trident Limited,EQ,21-Feb-2001,1,1,INE064C01022,1,"'TRIDENT.NS',",,,,,,,,,,,,,,,,,
TRIGYN,Trigyn Technologies Limited,EQ,09-Apr-1998,10,1,INE948A01012,10,"'TRIGYN.NS',",,,,,,,,,,,,,,,,,
TRIL,Transformers And Rectifiers (India) Limited,EQ,28-Dec-2007,1,1,INE763I01026,1,"'TRIL.NS',",,,,,,,,,,,,,,,,,
TRITURBINE,Triveni Turbine Limited,EQ,28-Oct-2011,1,1,INE152M01016,1,"'TRITURBINE.NS',",,,,,,,,,,,,,,,,,
TRIVENI,Triveni Engineering & Industries Limited,EQ,13-Dec-2005,1,1,INE256C01024,1,"'TRIVENI.NS',",,,,,,,,,,,,,,,,,
TTKHLTCARE,TTK Healthcare Limited,EQ,02-Dec-2015,10,1,INE910C01018,10,"'TTKHLTCARE.NS',",,,,,,,,,,,,,,,,,
TTKPRESTIG,TTK Prestige Limited,EQ,22-Dec-1999,10,1,INE690A01010,10,"'TTKPRESTIG.NS',",,,,,,,,,,,,,,,,,
TTL,T T Limited,BE,22-Feb-2007,10,1,INE592B01016,10,"'TTL.NS',",,,,,,,,,,,,,,,,,
TTML,Tata Teleservices (Maharashtra) Limited,EQ,20-Oct-2000,10,1,INE517B01013,10,"'TTML.NS',",,,,,,,,,,,,,,,,,
TV18BRDCST,TV18 Broadcast Limited,EQ,08-Feb-2007,2,1,INE886H01027,2,"'TV18BRDCST.NS',",,,,,,,,,,,,,,,,,
TVSELECT,TVS Electronics Limited,EQ,26-Dec-2003,10,1,INE236G01019,10,"'TVSELECT.NS',",,,,,,,,,,,,,,,,,
TVSMOTOR,TVS Motor Company Limited,EQ,02-Aug-2000,1,1,INE494B01023,1,"'TVSMOTOR.NS',",,,,,,,,,,,,,,,,,
TVSSRICHAK,TVS Srichakra Limited,EQ,13-Feb-2007,10,1,INE421C01016,10,"'TVSSRICHAK.NS',",,,,,,,,,,,,,,,,,
TVTODAY,TV Today Network Limited,EQ,16-Jan-2004,5,1,INE038F01029,5,"'TVTODAY.NS',",,,,,,,,,,,,,,,,,
TVVISION,TV Vision Limited,BE,15-Sep-2016,10,1,INE871L01013,10,"'TVVISION.NS',",,,,,,,,,,,,,,,,,
TWL,Titagarh Wagons Limited,EQ,21-Apr-2008,2,1,INE615H01020,2,"'TWL.NS',",,,,,,,,,,,,,,,,,
UBL,United Breweries Limited,EQ,28-Jul-2008,1,1,INE686F01025,1,"'UBL.NS',",,,,,,,,,,,,,,,,,
UCALFUEL,Ucal Fuel Systems Limited,EQ,13-Sep-1995,10,1,INE139B01016,10,"'UCALFUEL.NS',",,,,,,,,,,,,,,,,,
UCOBANK,UCO Bank,EQ,09-Oct-2003,10,1,INE691A01018,10,"'UCOBANK.NS',",,,,,,,,,,,,,,,,,
UFLEX,UFLEX Limited,EQ,23-Aug-1995,10,1,INE516A01017,10,"'UFLEX.NS',",,,,,,,,,,,,,,,,,
UFO,UFO Moviez India Limited,EQ,14-May-2015,10,1,INE527H01019,10,"'UFO.NS',",,,,,,,,,,,,,,,,,
UGARSUGAR,The Ugar Sugar Works Limited,EQ,23-Aug-2010,1,1,INE071E01023,1,"'UGARSUGAR.NS',",,,,,,,,,,,,,,,,,
UJAAS,Ujaas Energy Limited,EQ,20-Oct-2011,1,1,INE899L01022,1,"'UJAAS.NS',",,,,,,,,,,,,,,,,,
UJJIVAN,Ujjivan Financial Services Limited,EQ,10-May-2016,10,1,INE334L01012,10,"'UJJIVAN.NS',",,,,,,,,,,,,,,,,,
UJJIVANSFB,Ujjivan Small Finance Bank Limited,EQ,12-Dec-2019,10,1,INE551W01018,10,"'UJJIVANSFB.NS',",,,,,,,,,,,,,,,,,
ULTRACEMCO,UltraTech Cement Limited,EQ,24-Aug-2004,10,1,INE481G01011,10,"'ULTRACEMCO.NS',",,,,,,,,,,,,,,,,,
UMANGDAIRY,Umang Dairies Limited,EQ,02-Dec-2015,5,1,INE864B01027,5,"'UMANGDAIRY.NS',",,,,,,,,,,,,,,,,,
UMESLTD,Usha Martin Education & Solutions Limited,BE,12-Jul-2010,1,1,INE240C01028,1,"'UMESLTD.NS',",,,,,,,,,,,,,,,,,
UNICHEMLAB,Unichem Laboratories Limited,EQ,07-Feb-2001,2,1,INE351A01035,2,"'UNICHEMLAB.NS',",,,,,,,,,,,,,,,,,
UNIDT,United Drilling Tools Limited,EQ,25-Sep-2020,10,1,INE961D01019,10,"'UNIDT.NS',",,,,,,,,,,,,,,,,,
UNIENTER,Uniphos Enterprises Limited,EQ,23-Jan-2004,2,1,INE037A01022,2,"'UNIENTER.NS',",,,,,,,,,,,,,,,,,
UNIONBANK,Union Bank of India,EQ,24-Sep-2002,10,1,INE692A01016,10,"'UNIONBANK.NS',",,,,,,,,,,,,,,,,,
UNITECH,Unitech Limited,BZ,08-Sep-1999,2,1,INE694A01020,2,"'UNITECH.NS',",,,,,,,,,,,,,,,,,
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,EQ,28-Jan-2015,10,1,INE458F01011,10,"'UNITEDTEA.NS',",,,,,,,,,,,,,,,,,
UNIVASTU,Univastu India Limited,EQ,22-Jun-2020,10,1,INE562X01013,10,"'UNIVASTU.NS',",,,,,,,,,,,,,,,,,
UNIVCABLES,Universal Cables Limited,EQ,17-May-1995,10,1,INE279A01012,10,"'UNIVCABLES.NS',",,,,,,,,,,,,,,,,,
UNIVPHOTO,Universus Photo Imagings Limited,EQ,14-Feb-2020,10,1,INE03V001013,10,"'UNIVPHOTO.NS',",,,,,,,,,,,,,,,,,
UPL,UPL Limited,EQ,23-Jan-2004,2,1,INE628A01036,2,"'UPL.NS',",,,,,,,,,,,,,,,,,
URJA,Urja Global Limited,EQ,28-Mar-2017,1,1,INE550C01020,1,"'URJA.NS',",,,,,,,,,,,,,,,,,
USHAMART,Usha Martin Limited,EQ,11-Oct-2000,1,1,INE228A01035,1,"'USHAMART.NS',",,,,,,,,,,,,,,,,,
UTIAMC,UTI Asset Management Company Limited,EQ,12-Oct-2020,10,1,INE094J01016,10,"'UTIAMC.NS',",,,,,,,,,,,,,,,,,
UTTAMSTL,Uttam Galva Steels Limited,EQ,25-May-1995,10,1,INE699A01011,10,"'UTTAMSTL.NS',",,,,,,,,,,,,,,,,,
UTTAMSUGAR,Uttam Sugar Mills Limited,EQ,10-Apr-2006,10,1,INE786F01031,10,"'UTTAMSUGAR.NS',",,,,,,,,,,,,,,,,,
V2RETAIL,V2 Retail Limited,EQ,04-Jul-2007,10,1,INE945H01013,10,"'V2RETAIL.NS',",,,,,,,,,,,,,,,,,
VADILALIND,Vadilal Industries Limited,EQ,15-Jun-2011,10,1,INE694D01016,10,"'VADILALIND.NS',",,,,,,,,,,,,,,,,,
VAIBHAVGBL,Vaibhav Global Limited,EQ,05-Apr-2004,2,1,INE884A01027,2,"'VAIBHAVGBL.NS',",,,,,,,,,,,,,,,,,
VAISHALI,Vaishali Pharma Limited,EQ,15-Jan-2020,10,1,INE972X01014,10,"'VAISHALI.NS',",,,,,,,,,,,,,,,,,
VAKRANGEE,Vakrangee Limited,EQ,03-Apr-2006,1,1,INE051B01021,1,"'VAKRANGEE.NS',",,,,,,,,,,,,,,,,,
VALIANTORG,Valiant Organics Limited,EQ,05-Oct-2020,10,1,INE565V01010,10,"'VALIANTORG.NS',",,,,,,,,,,,,,,,,,
VARDHACRLC,Vardhman Acrylics Limited,EQ,30-Sep-2003,10,1,INE116G01013,10,"'VARDHACRLC.NS',",,,,,,,,,,,,,,,,,
VARDMNPOLY,Vardhman Polytex Limited,EQ,12-May-2003,10,1,INE835A01011,10,"'VARDMNPOLY.NS',",,,,,,,,,,,,,,,,,
VARROC,Varroc Engineering Limited,EQ,06-Jul-2018,1,1,INE665L01035,1,"'VARROC.NS',",,,,,,,,,,,,,,,,,
VASCONEQ,Vascon Engineers Limited,EQ,15-Feb-2010,10,1,INE893I01013,10,"'VASCONEQ.NS',",,,,,,,,,,,,,,,,,
VASWANI,Vaswani Industries Limited,EQ,20-Sep-2011,10,1,INE590L01019,10,"'VASWANI.NS',",,,,,,,,,,,,,,,,,
VBL,Varun Beverages Limited,EQ,08-Nov-2016,10,1,INE200M01013,10,"'VBL.NS',",,,,,,,,,,,,,,,,,
VEDL,Vedanta Limited,EQ,13-May-1998,1,1,INE205A01025,1,"'VEDL.NS',",,,,,,,,,,,,,,,,,
VENKEYS,Venky's (India) Limited,EQ,28-Jul-2003,10,1,INE398A01010,10,"'VENKEYS.NS',",,,,,,,,,,,,,,,,,
VENUSREM,Venus Remedies Limited,EQ,20-Dec-2006,10,1,INE411B01019,10,"'VENUSREM.NS',",,,,,,,,,,,,,,,,,
VERTOZ,Vertoz Advertising Limited,EQ,14-May-2020,10,1,INE188Y01015,10,"'VERTOZ.NS',",,,,,,,,,,,,,,,,,
VESUVIUS,Vesuvius India Limited,EQ,04-Oct-2002,10,1,INE386A01015,10,"'VESUVIUS.NS',",,,,,,,,,,,,,,,,,
VETO,Veto Switchgears And Cables Limited,EQ,29-Apr-2015,10,1,INE918N01018,10,"'VETO.NS',",,,,,,,,,,,,,,,,,
VGUARD,V-Guard Industries Limited,EQ,13-Mar-2008,1,1,INE951I01027,1,"'VGUARD.NS',",,,,,,,,,,,,,,,,,
VHL,Vardhman Holdings Limited,EQ,30-Jun-2005,10,1,INE701A01023,10,"'VHL.NS',",,,,,,,,,,,,,,,,,
VICEROY,Viceroy Hotels Limited,BE,21-Aug-2007,10,1,INE048C01017,10,"'VICEROY.NS',",,,,,,,,,,,,,,,,,
VIDEOIND,Videocon Industries Limited,BZ,31-Jul-1996,10,1,INE703A01011,10,"'VIDEOIND.NS',",,,,,,,,,,,,,,,,,
VIDHIING,Vidhi Specialty Food Ingredients Limited,EQ,02-Mar-2016,1,1,INE632C01026,1,"'VIDHIING.NS',",,,,,,,,,,,,,,,,,
VIJIFIN,Viji Finance Limited,BE,11-Jul-2016,1,1,INE159N01027,1,"'VIJIFIN.NS',",,,,,,,,,,,,,,,,,
VIKASECO,Vikas EcoTech Limited,BE,12-Dec-2011,1,1,INE806A01020,1,"'VIKASECO.NS',",,,,,,,,,,,,,,,,,
VIKASLIFE,Vikas Lifecare Limited,EQ,08-May-2019,1,1,INE161L01027,1,"'VIKASLIFE.NS',",,,,,,,,,,,,,,,,,
VIKASPROP,Vikas Proppant & Granite Limited,EQ,19-Aug-2019,1,1,INE767B01022,1,"'VIKASPROP.NS',",,,,,,,,,,,,,,,,,
VIKASWSP,Vikas WSP Limited,EQ,10-May-1995,1,1,INE706A01022,1,"'VIKASWSP.NS',",,,,,,,,,,,,,,,,,
VIMTALABS,Vimta Labs Limited,EQ,15-Dec-2005,2,1,INE579C01029,2,"'VIMTALABS.NS',",,,,,,,,,,,,,,,,,
VINATIORGA,Vinati Organics Limited,EQ,28-Jul-2009,1,1,INE410B01037,1,"'VINATIORGA.NS',",,,,,,,,,,,,,,,,,
